x     v
1.310013e-03      1.170474e-02
1.320013e-03      1.179344e-02
1.330013e-03      1.188212e-02
1.340013e-03      1.197080e-02
1.350014e-03      1.205946e-02
1.360014e-03      1.214812e-02
1.370014e-03      1.223677e-02
1.380014e-03      1.232540e-02
1.390014e-03      1.241403e-02
1.400014e-03      1.250264e-02
1.410014e-03      1.259125e-02
1.420014e-03      1.267985e-02
1.430014e-03      1.276843e-02
1.440014e-03      1.285701e-02
1.450015e-03      1.294558e-02
1.460015e-03      1.303413e-02
1.470015e-03      1.312268e-02
1.480015e-03      1.321122e-02
1.490015e-03      1.329974e-02
1.500015e-03      1.338826e-02
1.510015e-03      1.347677e-02
1.520015e-03      1.356527e-02
1.530015e-03      1.365375e-02
1.540015e-03      1.374223e-02
1.550016e-03      1.383070e-02
1.560016e-03      1.391916e-02
1.570016e-03      1.400761e-02
1.580016e-03      1.409605e-02
1.590016e-03      1.418448e-02
1.600016e-03      1.427289e-02
1.610016e-03      1.436130e-02
1.620016e-03      1.444970e-02
1.630016e-03      1.453809e-02
1.640016e-03      1.462647e-02
1.650017e-03      1.471484e-02
1.660017e-03      1.480320e-02
1.670017e-03      1.489155e-02
1.680017e-03      1.497989e-02
1.690017e-03      1.506822e-02
1.700017e-03      1.515654e-02
1.710017e-03      1.524485e-02
1.720017e-03      1.533315e-02
1.730017e-03      1.542145e-02
1.740017e-03      1.550973e-02
1.750018e-03      1.559800e-02
1.760018e-03      1.568626e-02
1.770018e-03      1.577451e-02
1.780018e-03      1.586275e-02
1.790018e-03      1.595099e-02
1.800018e-03      1.603921e-02
1.810018e-03      1.612742e-02
1.820018e-03      1.621562e-02
1.830018e-03      1.630382e-02
1.840018e-03      1.639200e-02
1.850019e-03      1.648017e-02
1.860019e-03      1.656834e-02
1.870019e-03      1.665649e-02
1.880019e-03      1.674463e-02
1.890019e-03      1.683277e-02
1.900019e-03      1.692089e-02
1.910019e-03      1.700901e-02
1.920019e-03      1.709711e-02
1.930019e-03      1.718521e-02
1.940019e-03      1.727329e-02
1.950020e-03      1.736137e-02
1.960020e-03      1.744943e-02
1.970020e-03      1.753749e-02
1.980020e-03      1.762553e-02
1.990020e-03      1.771357e-02
2.000020e-03      1.780159e-02
2.010020e-03      1.788961e-02
2.020020e-03      1.797762e-02
2.030020e-03      1.806561e-02
2.040020e-03      1.815360e-02
2.050021e-03      1.824158e-02
2.060021e-03      1.832954e-02
2.070021e-03      1.841750e-02
2.080021e-03      1.850545e-02
2.090021e-03      1.859339e-02
2.100021e-03      1.868132e-02
2.110021e-03      1.876923e-02
2.120021e-03      1.885714e-02
2.130021e-03      1.894504e-02
2.140021e-03      1.903293e-02
2.150022e-03      1.912081e-02
2.160022e-03      1.920868e-02
2.170022e-03      1.929654e-02
2.180022e-03      1.938439e-02
2.190022e-03      1.947223e-02
2.200022e-03      1.956006e-02
2.210022e-03      1.964788e-02
2.220022e-03      1.973569e-02
2.230022e-03      1.982349e-02
2.240022e-03      1.991128e-02
2.250023e-03      1.999906e-02
2.260023e-03      2.008683e-02
2.270023e-03      2.017460e-02
2.280023e-03      2.026235e-02
2.290023e-03      2.035009e-02
2.300023e-03      2.043782e-02
2.310023e-03      2.052555e-02
2.320023e-03      2.061326e-02
2.330023e-03      2.070096e-02
2.340023e-03      2.078865e-02
2.350024e-03      2.087634e-02
2.360024e-03      2.096401e-02
2.370024e-03      2.105168e-02
2.380024e-03      2.113933e-02
2.390024e-03      2.122697e-02
2.400024e-03      2.131461e-02
2.410024e-03      2.140223e-02
2.420024e-03      2.148985e-02
2.430024e-03      2.157746e-02
2.440024e-03      2.166505e-02
2.450025e-03      2.175264e-02
2.460025e-03      2.184021e-02
2.470025e-03      2.192778e-02
2.480025e-03      2.201534e-02
2.490025e-03      2.210288e-02
2.500025e-03      2.219042e-02
2.510025e-03      2.227795e-02
2.520025e-03      2.236547e-02
2.530025e-03      2.245297e-02
2.540025e-03      2.254047e-02
2.550026e-03      2.262796e-02
2.560026e-03      2.271544e-02
2.570026e-03      2.280291e-02
2.580026e-03      2.289037e-02
2.590026e-03      2.297782e-02
2.600026e-03      2.306526e-02
2.610026e-03      2.315269e-02
2.620026e-03      2.324011e-02
2.630026e-03      2.332752e-02
2.640026e-03      2.341492e-02
2.650027e-03      2.350231e-02
2.660027e-03      2.358969e-02
2.670027e-03      2.367706e-02
2.680027e-03      2.376442e-02
2.690027e-03      2.385177e-02
2.700027e-03      2.393912e-02
2.710027e-03      2.402645e-02
2.720027e-03      2.411377e-02
2.730027e-03      2.420109e-02
2.740027e-03      2.428839e-02
2.750028e-03      2.437568e-02
2.760028e-03      2.446297e-02
2.770028e-03      2.455024e-02
2.780028e-03      2.463750e-02
2.790028e-03      2.472476e-02
2.800028e-03      2.481200e-02
2.810028e-03      2.489924e-02
2.820028e-03      2.498647e-02
2.830028e-03      2.507368e-02
2.840028e-03      2.516089e-02
2.850029e-03      2.524808e-02
2.860029e-03      2.533527e-02
2.870029e-03      2.542245e-02
2.880029e-03      2.550961e-02
2.890029e-03      2.559677e-02
2.900029e-03      2.568392e-02
2.910029e-03      2.577106e-02
2.920029e-03      2.585819e-02
2.930029e-03      2.594531e-02
2.940029e-03      2.603241e-02
2.950030e-03      2.611951e-02
2.960030e-03      2.620660e-02
2.970030e-03      2.629368e-02
2.980030e-03      2.638075e-02
2.990030e-03      2.646781e-02
3.000030e-03      2.655486e-02
3.010030e-03      2.664190e-02
3.020030e-03      2.672894e-02
3.030030e-03      2.681596e-02
3.040030e-03      2.690297e-02
3.050031e-03      2.698997e-02
3.060031e-03      2.707696e-02
3.070031e-03      2.716395e-02
3.080031e-03      2.725092e-02
3.090031e-03      2.733788e-02
3.100031e-03      2.742484e-02
3.110031e-03      2.751178e-02
3.120031e-03      2.759872e-02
3.130031e-03      2.768564e-02
3.140031e-03      2.777256e-02
3.150032e-03      2.785946e-02
3.160032e-03      2.794636e-02
3.170032e-03      2.803324e-02
3.180032e-03      2.812012e-02
3.190032e-03      2.820698e-02
3.200032e-03      2.829384e-02
3.210032e-03      2.838069e-02
3.220032e-03      2.846753e-02
3.230032e-03      2.855435e-02
3.240032e-03      2.864117e-02
3.250033e-03      2.872798e-02
3.260033e-03      2.881478e-02
3.270033e-03      2.890157e-02
3.280033e-03      2.898835e-02
3.290033e-03      2.907512e-02
3.300033e-03      2.916188e-02
3.310033e-03      2.924863e-02
3.320033e-03      2.933537e-02
3.330033e-03      2.942210e-02
3.340033e-03      2.950882e-02
3.350034e-03      2.959553e-02
3.360034e-03      2.968223e-02
3.370034e-03      2.976893e-02
3.380034e-03      2.985561e-02
3.390034e-03      2.994228e-02
3.400034e-03      3.002894e-02
3.410034e-03      3.011560e-02
3.420034e-03      3.020224e-02
3.430034e-03      3.028888e-02
3.440034e-03      3.037550e-02
3.450035e-03      3.046212e-02
3.460035e-03      3.054872e-02
3.470035e-03      3.063532e-02
3.480035e-03      3.072190e-02
3.490035e-03      3.080848e-02
3.500035e-03      3.089505e-02
3.510035e-03      3.098160e-02
3.520035e-03      3.106815e-02
3.530035e-03      3.115469e-02
3.540035e-03      3.124122e-02
3.550036e-03      3.132773e-02
3.560036e-03      3.141424e-02
3.570036e-03      3.150074e-02
3.580036e-03      3.158723e-02
3.590036e-03      3.167371e-02
3.600036e-03      3.176018e-02
3.610036e-03      3.184664e-02
3.620036e-03      3.193309e-02
3.630036e-03      3.201953e-02
3.640036e-03      3.210597e-02
3.650037e-03      3.219239e-02
3.660037e-03      3.227880e-02
3.670037e-03      3.236520e-02
3.680037e-03      3.245160e-02
3.690037e-03      3.253798e-02
3.700037e-03      3.262435e-02
3.710037e-03      3.271072e-02
3.720037e-03      3.279707e-02
3.730037e-03      3.288342e-02
3.740037e-03      3.296975e-02
3.750038e-03      3.305608e-02
3.760038e-03      3.314239e-02
3.770038e-03      3.322870e-02
3.780038e-03      3.331500e-02
3.790038e-03      3.340128e-02
3.800038e-03      3.348756e-02
3.810038e-03      3.357383e-02
3.820038e-03      3.366009e-02
3.830038e-03      3.374633e-02
3.840038e-03      3.383257e-02
3.850039e-03      3.391880e-02
3.860039e-03      3.400502e-02
3.870039e-03      3.409123e-02
3.880039e-03      3.417743e-02
3.890039e-03      3.426362e-02
3.900039e-03      3.434980e-02
3.910039e-03      3.443598e-02
3.920039e-03      3.452214e-02
3.930039e-03      3.460829e-02
3.940039e-03      3.469443e-02
3.950040e-03      3.478057e-02
3.960040e-03      3.486669e-02
3.970040e-03      3.495280e-02
3.980040e-03      3.503891e-02
3.990040e-03      3.512500e-02
4.000040e-03      3.521109e-02
4.010040e-03      3.529716e-02
4.020040e-03      3.538323e-02
4.030040e-03      3.546928e-02
4.040040e-03      3.555533e-02
4.050041e-03      3.564137e-02
4.060041e-03      3.572740e-02
4.070041e-03      3.581341e-02
4.080041e-03      3.589942e-02
4.090041e-03      3.598542e-02
4.100041e-03      3.607141e-02
4.110041e-03      3.615739e-02
4.120041e-03      3.624336e-02
4.130041e-03      3.632932e-02
4.140041e-03      3.641527e-02
4.150042e-03      3.650121e-02
4.160042e-03      3.658714e-02
4.170042e-03      3.667306e-02
4.180042e-03      3.675898e-02
4.190042e-03      3.684488e-02
4.200042e-03      3.693077e-02
4.210042e-03      3.701665e-02
4.220042e-03      3.710253e-02
4.230042e-03      3.718839e-02
4.240042e-03      3.727425e-02
4.250043e-03      3.736009e-02
4.260043e-03      3.744593e-02
4.270043e-03      3.753175e-02
4.280043e-03      3.761757e-02
4.290043e-03      3.770338e-02
4.300043e-03      3.778917e-02
4.310043e-03      3.787496e-02
4.320043e-03      3.796074e-02
4.330043e-03      3.804651e-02
4.340043e-03      3.813227e-02
4.350044e-03      3.821802e-02
4.360044e-03      3.830376e-02
4.370044e-03      3.838949e-02
4.380044e-03      3.847521e-02
4.390044e-03      3.856092e-02
4.400044e-03      3.864662e-02
4.410044e-03      3.873231e-02
4.420044e-03      3.881799e-02
4.430044e-03      3.890367e-02
4.440044e-03      3.898933e-02
4.450045e-03      3.907498e-02
4.460045e-03      3.916063e-02
4.470045e-03      3.924626e-02
4.480045e-03      3.933189e-02
4.490045e-03      3.941750e-02
4.500045e-03      3.950311e-02
4.510045e-03      3.958870e-02
4.520045e-03      3.967429e-02
4.530045e-03      3.975987e-02
4.540045e-03      3.984544e-02
4.550046e-03      3.993099e-02
4.560046e-03      4.001654e-02
4.570046e-03      4.010208e-02
4.580046e-03      4.018761e-02
4.590046e-03      4.027313e-02
4.600046e-03      4.035864e-02
4.610046e-03      4.044414e-02
4.620046e-03      4.052963e-02
4.630046e-03      4.061511e-02
4.640046e-03      4.070059e-02
4.650047e-03      4.078605e-02
4.660047e-03      4.087150e-02
4.670047e-03      4.095694e-02
4.680047e-03      4.104238e-02
4.690047e-03      4.112780e-02
4.700047e-03      4.121322e-02
4.710047e-03      4.129862e-02
4.720047e-03      4.138402e-02
4.730047e-03      4.146940e-02
4.740047e-03      4.155478e-02
4.750048e-03      4.164015e-02
4.760048e-03      4.172551e-02
4.770048e-03      4.181085e-02
4.780048e-03      4.189619e-02
4.790048e-03      4.198152e-02
4.800048e-03      4.206684e-02
4.810048e-03      4.215215e-02
4.820048e-03      4.223745e-02
4.830048e-03      4.232274e-02
4.840048e-03      4.240802e-02
4.850049e-03      4.249329e-02
4.860049e-03      4.257856e-02
4.870049e-03      4.266381e-02
4.880049e-03      4.274905e-02
4.890049e-03      4.283429e-02
4.900049e-03      4.291951e-02
4.910049e-03      4.300472e-02
4.920049e-03      4.308993e-02
4.930049e-03      4.317513e-02
4.940049e-03      4.326031e-02
4.950050e-03      4.334549e-02
4.960050e-03      4.343066e-02
4.970050e-03      4.351581e-02
4.980050e-03      4.360096e-02
4.990050e-03      4.368610e-02
5.000050e-03      4.377123e-02
5.010050e-03      4.385635e-02
5.020050e-03      4.394146e-02
5.030050e-03      4.402656e-02
5.040050e-03      4.411165e-02
5.050051e-03      4.419673e-02
5.060051e-03      4.428180e-02
5.070051e-03      4.436686e-02
5.080051e-03      4.445192e-02
5.090051e-03      4.453696e-02
5.100051e-03      4.462199e-02
5.110051e-03      4.470702e-02
5.120051e-03      4.479203e-02
5.130051e-03      4.487704e-02
5.140051e-03      4.496204e-02
5.150052e-03      4.504702e-02
5.160052e-03      4.513200e-02
5.170052e-03      4.521697e-02
5.180052e-03      4.530192e-02
5.190052e-03      4.538687e-02
5.200052e-03      4.547181e-02
5.210052e-03      4.555674e-02
5.220052e-03      4.564166e-02
5.230052e-03      4.572657e-02
5.240052e-03      4.581147e-02
5.250053e-03      4.589636e-02
5.260053e-03      4.598124e-02
5.270053e-03      4.606612e-02
5.280053e-03      4.615098e-02
5.290053e-03      4.623583e-02
5.300053e-03      4.632068e-02
5.310053e-03      4.640551e-02
5.320053e-03      4.649034e-02
5.330053e-03      4.657515e-02
5.340053e-03      4.665996e-02
5.350054e-03      4.674476e-02
5.360054e-03      4.682954e-02
5.370054e-03      4.691432e-02
5.380054e-03      4.699909e-02
5.390054e-03      4.708385e-02
5.400054e-03      4.716860e-02
5.410054e-03      4.725334e-02
5.420054e-03      4.733807e-02
5.430054e-03      4.742279e-02
5.440054e-03      4.750750e-02
5.450055e-03      4.759220e-02
5.460055e-03      4.767689e-02
5.470055e-03      4.776158e-02
5.480055e-03      4.784625e-02
5.490055e-03      4.793091e-02
5.500055e-03      4.801557e-02
5.510055e-03      4.810021e-02
5.520055e-03      4.818485e-02
5.530055e-03      4.826947e-02
5.540055e-03      4.835409e-02
5.550056e-03      4.843870e-02
5.560056e-03      4.852330e-02
5.570056e-03      4.860788e-02
5.580056e-03      4.869246e-02
5.590056e-03      4.877703e-02
5.600056e-03      4.886159e-02
5.610056e-03      4.894614e-02
5.620056e-03      4.903068e-02
5.630056e-03      4.911521e-02
5.640056e-03      4.919974e-02
5.650057e-03      4.928425e-02
5.660057e-03      4.936875e-02
5.670057e-03      4.945325e-02
5.680057e-03      4.953773e-02
5.690057e-03      4.962221e-02
5.700057e-03      4.970667e-02
5.710057e-03      4.979113e-02
5.720057e-03      4.987557e-02
5.730057e-03      4.996001e-02
5.740057e-03      5.004444e-02
5.750058e-03      5.012886e-02
5.760058e-03      5.021326e-02
5.770058e-03      5.029766e-02
5.780058e-03      5.038205e-02
5.790058e-03      5.046643e-02
5.800058e-03      5.055081e-02
5.810058e-03      5.063517e-02
5.820058e-03      5.071952e-02
5.830058e-03      5.080386e-02
5.840058e-03      5.088819e-02
5.850059e-03      5.097252e-02
5.860059e-03      5.105683e-02
5.870059e-03      5.114114e-02
5.880059e-03      5.122543e-02
5.890059e-03      5.130972e-02
5.900059e-03      5.139400e-02
5.910059e-03      5.147826e-02
5.920059e-03      5.156252e-02
5.930059e-03      5.164677e-02
5.940059e-03      5.173101e-02
5.950060e-03      5.181524e-02
5.960060e-03      5.189946e-02
5.970060e-03      5.198367e-02
5.980060e-03      5.206787e-02
5.990060e-03      5.215206e-02
6.000060e-03      5.223624e-02
6.010060e-03      5.232042e-02
6.020060e-03      5.240458e-02
6.030060e-03      5.248873e-02
6.040060e-03      5.257288e-02
6.050061e-03      5.265701e-02
6.060061e-03      5.274114e-02
6.070061e-03      5.282526e-02
6.080061e-03      5.290936e-02
6.090061e-03      5.299346e-02
6.100061e-03      5.307755e-02
6.110061e-03      5.316163e-02
6.120061e-03      5.324570e-02
6.130061e-03      5.332976e-02
6.140061e-03      5.341381e-02
6.150062e-03      5.349785e-02
6.160062e-03      5.358188e-02
6.170062e-03      5.366590e-02
6.180062e-03      5.374992e-02
6.190062e-03      5.383392e-02
6.200062e-03      5.391792e-02
6.210062e-03      5.400190e-02
6.220062e-03      5.408588e-02
6.230062e-03      5.416984e-02
6.240062e-03      5.425380e-02
6.250063e-03      5.433775e-02
6.260063e-03      5.442168e-02
6.270063e-03      5.450561e-02
6.280063e-03      5.458953e-02
6.290063e-03      5.467344e-02
6.300063e-03      5.475734e-02
6.310063e-03      5.484123e-02
6.320063e-03      5.492511e-02
6.330063e-03      5.500899e-02
6.340063e-03      5.509285e-02
6.350064e-03      5.517670e-02
6.360064e-03      5.526055e-02
6.370064e-03      5.534438e-02
6.380064e-03      5.542821e-02
6.390064e-03      5.551202e-02
6.400064e-03      5.559583e-02
6.410064e-03      5.567962e-02
6.420064e-03      5.576341e-02
6.430064e-03      5.584719e-02
6.440064e-03      5.593096e-02
6.450065e-03      5.601472e-02
6.460065e-03      5.609847e-02
6.470065e-03      5.618221e-02
6.480065e-03      5.626594e-02
6.490065e-03      5.634966e-02
6.500065e-03      5.643338e-02
6.510065e-03      5.651708e-02
6.520065e-03      5.660077e-02
6.530065e-03      5.668446e-02
6.540065e-03      5.676813e-02
6.550066e-03      5.685180e-02
6.560066e-03      5.693545e-02
6.570066e-03      5.701910e-02
6.580066e-03      5.710274e-02
6.590066e-03      5.718637e-02
6.600066e-03      5.726999e-02
6.610066e-03      5.735360e-02
6.620066e-03      5.743720e-02
6.630066e-03      5.752079e-02
6.640066e-03      5.760437e-02
6.650067e-03      5.768794e-02
6.660067e-03      5.777150e-02
6.670067e-03      5.785506e-02
6.680067e-03      5.793860e-02
6.690067e-03      5.802214e-02
6.700067e-03      5.810566e-02
6.710067e-03      5.818918e-02
6.720067e-03      5.827269e-02
6.730067e-03      5.835618e-02
6.740067e-03      5.843967e-02
6.750068e-03      5.852315e-02
6.760068e-03      5.860662e-02
6.770068e-03      5.869008e-02
6.780068e-03      5.877353e-02
6.790068e-03      5.885697e-02
6.800068e-03      5.894040e-02
6.810068e-03      5.902382e-02
6.820068e-03      5.910724e-02
6.830068e-03      5.919064e-02
6.840068e-03      5.927404e-02
6.850069e-03      5.935742e-02
6.860069e-03      5.944080e-02
6.870069e-03      5.952416e-02
6.880069e-03      5.960752e-02
6.890069e-03      5.969087e-02
6.900069e-03      5.977421e-02
6.910069e-03      5.985754e-02
6.920069e-03      5.994086e-02
6.930069e-03      6.002417e-02
6.940069e-03      6.010747e-02
6.950070e-03      6.019076e-02
6.960070e-03      6.027404e-02
6.970070e-03      6.035732e-02
6.980070e-03      6.044058e-02
6.990070e-03      6.052384e-02
7.000070e-03      6.060708e-02
7.010070e-03      6.069032e-02
7.020070e-03      6.077354e-02
7.030070e-03      6.085676e-02
7.040070e-03      6.093997e-02
7.050071e-03      6.102317e-02
7.060071e-03      6.110636e-02
7.070071e-03      6.118954e-02
7.080071e-03      6.127271e-02
7.090071e-03      6.135587e-02
7.100071e-03      6.143902e-02
7.110071e-03      6.152216e-02
7.120071e-03      6.160530e-02
7.130071e-03      6.168842e-02
7.140071e-03      6.177154e-02
7.150072e-03      6.185464e-02
7.160072e-03      6.193774e-02
7.170072e-03      6.202082e-02
7.180072e-03      6.210390e-02
7.190072e-03      6.218697e-02
7.200072e-03      6.227003e-02
7.210072e-03      6.235308e-02
7.220072e-03      6.243612e-02
7.230072e-03      6.251915e-02
7.240072e-03      6.260217e-02
7.250073e-03      6.268518e-02
7.260073e-03      6.276819e-02
7.270073e-03      6.285118e-02
7.280073e-03      6.293417e-02
7.290073e-03      6.301714e-02
7.300073e-03      6.310011e-02
7.310073e-03      6.318306e-02
7.320073e-03      6.326601e-02
7.330073e-03      6.334895e-02
7.340073e-03      6.343188e-02
7.350074e-03      6.351480e-02
7.360074e-03      6.359771e-02
7.370074e-03      6.368061e-02
7.380074e-03      6.376350e-02
7.390074e-03      6.384638e-02
7.400074e-03      6.392926e-02
7.410074e-03      6.401212e-02
7.420074e-03      6.409497e-02
7.430074e-03      6.417782e-02
7.440074e-03      6.426065e-02
7.450075e-03      6.434348e-02
7.460075e-03      6.442630e-02
7.470075e-03      6.450911e-02
7.480075e-03      6.459191e-02
7.490075e-03      6.467469e-02
7.500075e-03      6.475747e-02
7.510075e-03      6.484025e-02
7.520075e-03      6.492301e-02
7.530075e-03      6.500576e-02
7.540075e-03      6.508850e-02
7.550076e-03      6.517124e-02
7.560076e-03      6.525396e-02
7.570076e-03      6.533668e-02
7.580076e-03      6.541938e-02
7.590076e-03      6.550208e-02
7.600076e-03      6.558477e-02
7.610076e-03      6.566745e-02
7.620076e-03      6.575011e-02
7.630076e-03      6.583277e-02
7.640076e-03      6.591542e-02
7.650077e-03      6.599807e-02
7.660077e-03      6.608070e-02
7.670077e-03      6.616332e-02
7.680077e-03      6.624593e-02
7.690077e-03      6.632854e-02
7.700077e-03      6.641113e-02
7.710077e-03      6.649372e-02
7.720077e-03      6.657629e-02
7.730077e-03      6.665886e-02
7.740077e-03      6.674142e-02
7.750078e-03      6.682397e-02
7.760078e-03      6.690651e-02
7.770078e-03      6.698904e-02
7.780078e-03      6.707156e-02
7.790078e-03      6.715407e-02
7.800078e-03      6.723657e-02
7.810078e-03      6.731906e-02
7.820078e-03      6.740155e-02
7.830078e-03      6.748402e-02
7.840078e-03      6.756649e-02
7.850079e-03      6.764894e-02
7.860079e-03      6.773139e-02
7.870079e-03      6.781383e-02
7.880079e-03      6.789626e-02
7.890079e-03      6.797868e-02
7.900079e-03      6.806109e-02
7.910079e-03      6.814349e-02
7.920079e-03      6.822588e-02
7.930079e-03      6.830826e-02
7.940079e-03      6.839063e-02
7.950080e-03      6.847300e-02
7.960080e-03      6.855535e-02
7.970080e-03      6.863770e-02
7.980080e-03      6.872003e-02
7.990080e-03      6.880236e-02
8.000080e-03      6.888468e-02
8.010080e-03      6.896698e-02
8.020080e-03      6.904928e-02
8.030080e-03      6.913157e-02
8.040080e-03      6.921385e-02
8.050081e-03      6.929612e-02
8.060081e-03      6.937839e-02
8.070081e-03      6.946064e-02
8.080081e-03      6.954288e-02
8.090081e-03      6.962512e-02
8.100081e-03      6.970734e-02
8.110081e-03      6.978956e-02
8.120081e-03      6.987176e-02
8.130081e-03      6.995396e-02
8.140081e-03      7.003615e-02
8.150082e-03      7.011833e-02
8.160082e-03      7.020050e-02
8.170082e-03      7.028266e-02
8.180082e-03      7.036481e-02
8.190082e-03      7.044695e-02
8.200082e-03      7.052909e-02
8.210082e-03      7.061121e-02
8.220082e-03      7.069333e-02
8.230082e-03      7.077543e-02
8.240082e-03      7.085753e-02
8.250083e-03      7.093961e-02
8.260083e-03      7.102169e-02
8.270083e-03      7.110376e-02
8.280083e-03      7.118582e-02
8.290083e-03      7.126787e-02
8.300083e-03      7.134991e-02
8.310083e-03      7.143194e-02
8.320083e-03      7.151396e-02
8.330083e-03      7.159598e-02
8.340083e-03      7.167798e-02
8.350084e-03      7.175998e-02
8.360084e-03      7.184196e-02
8.370084e-03      7.192394e-02
8.380084e-03      7.200591e-02
8.390084e-03      7.208786e-02
8.400084e-03      7.216981e-02
8.410084e-03      7.225175e-02
8.420084e-03      7.233368e-02
8.430084e-03      7.241561e-02
8.440084e-03      7.249752e-02
8.450085e-03      7.257942e-02
8.460085e-03      7.266131e-02
8.470085e-03      7.274320e-02
8.480085e-03      7.282507e-02
8.490085e-03      7.290694e-02
8.500085e-03      7.298880e-02
8.510085e-03      7.307065e-02
8.520085e-03      7.315248e-02
8.530085e-03      7.323431e-02
8.540085e-03      7.331613e-02
8.550086e-03      7.339794e-02
8.560086e-03      7.347975e-02
8.570086e-03      7.356154e-02
8.580086e-03      7.364332e-02
8.590086e-03      7.372510e-02
8.600086e-03      7.380686e-02
8.610086e-03      7.388862e-02
8.620086e-03      7.397037e-02
8.630086e-03      7.405210e-02
8.640086e-03      7.413383e-02
8.650087e-03      7.421555e-02
8.660087e-03      7.429726e-02
8.670087e-03      7.437896e-02
8.680087e-03      7.446065e-02
8.690087e-03      7.454234e-02
8.700087e-03      7.462401e-02
8.710087e-03      7.470567e-02
8.720087e-03      7.478733e-02
8.730087e-03      7.486898e-02
